Administradora,Anno,Departamento,Conteo de Administradoras,Conteo de Prestadores,Costo Procedimiento,Neto A Pagar - Consulta,Número de Atenciones,Número Personas Atendidas,Valor Consulta,Valor Cuota Moderadora - Consulta
CCF053 - COMFACUNDI,2016,"11 - Bogotá, D.C.",1,35,1.724.900,141.278.260,1.352,288,141.286.600,15.140
14-30 - MAPFRE,2016,"11 - Bogotá, D.C.",1,3,,632.330,11,5,632.330,
14-1 - COLSEGUROS,2016,"11 - Bogotá, D.C.",1,17,1.583.668,5.038.868,144,71,6.121.668,1.082.800
13-33 - LIBERTY SEGUROS S.A.,2016,"11 - Bogotá, D.C.",1,2,,320.732,5,4,320.732,
11001 - DIRECCIÓN DISTRITAL DE SALUD DE BOGOTÁ,2016,"11 - Bogotá, D.C.",1,98,104.233.153.919,17.022.161,449,293,17.240.940,218.779
ESS207 - MUTUAL SER,2016,13 - Bolívar,1,33,1.172.626,9.002.746,267,180,9.002.746,
ESS133 - COMPARTA,2016,13 - Bolívar,1,13,790.484,2.784.376,83,46,2.784.376,
ESS076 - AMBUQ,2016,13 - Bolívar,1,35,9.128.039,23.574.222,720,205,23.574.222,
ESS024 - COOSALUD E.S.S.,2016,13 - Bolívar,1,33,384.900,12.984.575,233,166,12.984.575,
ESS002 - EMDISALUD,2016,13 - Bolívar,1,8,66.980,395.820,16,9,395.820,
EPSS33 - SALUDVIDA,2016,13 - Bolívar,1,1,,,2,1,,
EPS037 - NUEVA EPS,2016,13 - Bolívar,1,12,,42.572.111,592,313,46.582.111,4.010.000
EPS033 - SALUDVIDA,2016,13 - Bolívar,1,14,,1.249.025,87,37,1.254.425,5.400
EPS017 - FAMISANAR,2016,13 - Bolívar,1,14,177.301,1.721.887,65,20,1.800.187,78.300
EPS016 - COOMEVA,2016,13 - Bolívar,1,13,315.790,5.395.030,334,185,6.599.185,1.265.100
EPS010 - EPS SURA,2016,13 - Bolívar,1,15,312.986,1.377.362,159,50,,524.700
EPS003 - CAFESALUD,2016,13 - Bolívar,1,17,,1.279.112,76,38,1.263.212,178.200
EPS002 - SALUD TOTAL,2016,13 - Bolívar,1,28,11.026.865,37.863.046,1.757,301,37.953.646,90.600
EMP017 - EMP COLMENA S.A,2016,13 - Bolívar,1,12,,1.280.100,34,19,1.280.100,
EAS027 - FERROCARRILES NALES,2016,13 - Bolívar,1,1,,,51,29,,
CCF015 - COMFACOR,2016,13 - Bolívar,1,8,359.421,6.057.734,123,44,6.057.734,
14-1 - COLSEGUROS,2016,13 - Bolívar,1,1,,68.400,1,1,68.400,
ESS133 - COMPARTA,2016,15 - Boyacá,1,65,8.462.279,21.614.698,931,512,21.710.298,498.400
ESS091 -  ECOOPSOS,2016,15 - Boyacá,1,9,216.946,471.510,36,14,471.510,
ESS062 - ASMET SALUD,2016,15 - Boyacá,1,1,,71.600,2,1,71.600,
ESS024 - COOSALUD E.S.S.,2016,15 - Boyacá,1,12,91.500,1.410.778,59,29,1.410.778,
ESS002 - EMDISALUD,2016,15 - Boyacá,1,32,1.045.520,8.612.536,341,177,8.619.700,10.746
EPSS33 - SALUDVIDA,2016,15 - Boyacá,1,1,,110.400,4,1,110.400,
EPSS17 - EPS  FAMISANAR LTDA,2016,15 - Boyacá,1,1,,35.800,1,1,35.800,
EPS037 - NUEVA EPS,2016,15 - Boyacá,1,24,537.228,18.132.715,468,260,21.008.915,2.862.900
EPS033 - SALUDVIDA,2016,15 - Boyacá,1,12,33.930,10.017.319,79,40,2.219.658,3.582
EPS025 - CAPRESOCA,2016,15 - Boyacá,1,1,,34.500,1,1,34.500,
EPS017 - FAMISANAR,2016,15 - Boyacá,1,48,8.720.240,19.841.613,543,191,21.300.303,1.458.690
EPS016 - COOMEVA,2016,15 - Boyacá,1,7,,2.841.582,187,96,3.501.985,680.700
EPS008 - COMPENSAR,2016,15 - Boyacá,1,3,,44.290,4,3,49.690,5.400
EPS005 - SANITAS,2016,15 - Boyacá,1,1,,,10,5,277.070,27.000
EPS003 - CAFESALUD,2016,15 - Boyacá,1,44,,16.859.657,862,310,14.462.220,2.361.500
EPS002 - SALUD TOTAL,2016,15 - Boyacá,1,2,384.010,93.996,19,4,104.796,10.800
EMP023 - COLSANITAS S.A. COMPAÑÍA DE MEDICINA PRE,2016,15 - Boyacá,1,1,,26.370,1,1,53.970,27.600
EMP017 - EMP COLMENA S.A,2016,15 - Boyacá,1,7,,536.500,15,6,529.800,
CCF024 - COMFAMILIAR HUILA,2016,15 - Boyacá,1,68,2.706.259,40.817.924,784,304,41.006.602,188.678
15000 - DIRECCION DEPARTAMENTAL DE SALUD DE BOYA,2016,15 - Boyacá,1,5,390.000,216.420,8,5,210.900,13.800
14-28 - SURAMERICANA,2016,15 - Boyacá,1,1,,45.300,2,1,45.300,
14-1 - COLSEGUROS,2016,15 - Boyacá,1,2,,63.600,5,2,63.600,
11001 - DIRECCIÓN DISTRITAL DE SALUD DE BOGOTÁ,2016,15 - Boyacá,1,2,,166.250,10,2,166.250,
RES008 - UNISALUD,2016,17 - Caldas,1,4,,1.450.700,29,12,1.450.700,
ESS133 - COMPARTA,2016,17 - Caldas,1,1,,30.420,1,1,33.800,3.380
ESS062 - ASMET SALUD,2016,17 - Caldas,1,38,2.656.587,27.020.876,786,398,27.023.576,2.700
EPSI05 - MALLAMAS,2016,17 - Caldas,1,6,,501.442,13,8,501.442,
EPS037 - NUEVA EPS,2016,17 - Caldas,1,24,919.310,53.614.380,700,403,57.477.480,3.863.100
EPS033 - SALUDVIDA,2016,17 - Caldas,1,18,4.769.726,101.996.219,187,109,94.194.976,
EPS018 - SOS,2016,17 - Caldas,1,14,292.148,1.966.521,125,47,2.035.057,64.400
EPS016 - COOMEVA,2016,17 - Caldas,1,33,14.048.004,32.533.617,2.323,257,33.530.607,1.059.200
EPS010 - EPS SURA,2016,17 - Caldas,1,21,4.996.490,17.296.252,1.283,231,30.900,1.701.000
EPS005 - SANITAS,2016,17 - Caldas,1,1,,556.600,8,6,556.600,
EPS003 - CAFESALUD,2016,17 - Caldas,1,15,,2.350.992,122,63,2.215.965,397.000
EPS002 - SALUD TOTAL,2016,17 - Caldas,1,25,19.413.264,30.226.888,2.749,538,31.513.988,1.287.100
EMP017 - EMP COLMENA S.A,2016,17 - Caldas,1,6,,1.116.900,24,9,1.099.900,
EMP002 - EMP CAFESALUD,2016,17 - Caldas,1,3,,1.525.900,34,9,1.955.100,429.200
EAS027 - FERROCARRILES NALES,2016,17 - Caldas,1,2,,,25,3,,
14-1 - COLSEGUROS,2016,17 - Caldas,1,2,,475.500,6,3,475.500,
ESS133 - COMPARTA,2016,18 - Caquetá,1,2,,113.400,3,3,113.400,
ESS062 - ASMET SALUD,2016,18 - Caquetá,1,37,6.027.215,27.966.660,1.005,431,27.969.660,
EPS037 - NUEVA EPS,2016,18 - Caquetá,1,5,,18.710.683,11,8,19.256.083,550.800
EPS016 - COOMEVA,2016,18 - Caquetá,1,4,429.848,968.611,85,28,1.089.391,115.300
EPS008 - COMPENSAR,2016,18 - Caquetá,1,1,,,1,1,,
EPS003 - CAFESALUD,2016,18 - Caquetá,1,7,,167.690,37,16,149.675,128.400
18000 - DIRECCION DEPARTAMENTAL DE SALUD DE CAQU,2016,18 - Caquetá,1,1,,56.600,1,1,56.600,
14-1 - COLSEGUROS,2016,18 - Caquetá,1,1,,63.600,1,1,63.600,
11001 - DIRECCIÓN DISTRITAL DE SALUD DE BOGOTÁ,2016,18 - Caquetá,1,1,510.000,120.000,3,1,120.000,
RES009 - UCAUCA,2016,19 - Cauca,1,6,,4.037.968,45,15,4.157.868,119.900
ESS118 - EMSSANAR E.S.S.,2016,19 - Cauca,1,28,3.916.460,76.217.092,2.199,376,76.217.092,
ESS062 - ASMET SALUD,2016,19 - Cauca,1,81,8.201.555,58.767.720,2.296,1.097,58.767.720,2.700
EPSS33 - SALUDVIDA,2016,19 - Cauca,1,4,,809.838,30,15,809.838,
EPSIC5 - ENTIDAD PROMOTORA DE SALUD  MALLAMAS  EP,2016,19 - Cauca,1,1,,23.500,1,1,26.200,2.700
EPSI05 - MALLAMAS,2016,19 - Cauca,1,20,319.872,8.150.452,267,98,8.150.452,
EPS037 - NUEVA EPS,2016,19 - Cauca,1,12,,56.618.587,461,227,203.052.587,2.587.200
EPS033 - SALUDVIDA,2016,19 - Cauca,1,23,250.340,37.815.027,175,108,22.170.583,
EPS018 - SOS,2016,19 - Cauca,1,19,234.171,2.042.356,88,43,2.200.823,69.020
EPS017 - FAMISANAR,2016,19 - Cauca,1,2,3.675.400,1.286.900,33,2,1.289.600,2.700
EPS016 - COOMEVA,2016,19 - Cauca,1,21,2.107.804,7.251.988,270,109,8.092.454,855.675
EPS008 - COMPENSAR,2016,19 - Cauca,1,1,,4.339,1,1,14.939,10.600
EPS003 - CAFESALUD,2016,19 - Cauca,1,9,,2.555.687,121,57,2.385.682,316.000
EMP023 - COLSANITAS S.A. COMPAÑÍA DE MEDICINA PRE,2016,19 - Cauca,1,1,,26.370,1,1,53.970,27.600
EAS027 - FERROCARRILES NALES,2016,19 - Cauca,1,2,,,3,1,,
19000 - DIRECCION DEPARTAMENTAL DE SALUD DE CAUC,2016,19 - Cauca,1,1,,27.578,1,1,27.578,
ESS133 - COMPARTA,2016,20 - Cesar,1,12,928.335,1.832.733,67,55,1.832.733,
ESS076 - AMBUQ,2016,20 - Cesar,1,30,1.419.300,8.095.157,252,125,8.105.657,
ESS062 - ASMET SALUD,2016,20 - Cesar,1,27,203.225,8.021.882,269,162,8.021.882,
ESS024 - COOSALUD E.S.S.,2016,20 - Cesar,1,5,,101.380,19,18,101.380,
ESS002 - EMDISALUD,2016,20 - Cesar,1,10,1.008.675,1.967.746,161,38,1.967.746,
EPSS33 - SALUDVIDA,2016,20 - Cesar,1,1,,25.400,1,1,25.400,
EPS037 - NUEVA EPS,2016,20 - Cesar,1,7,28.730,4.909.446,48,34,4.948.146,44.100
EPS033 - SALUDVIDA,2016,20 - Cesar,1,14,1.162.841,1.429.714,69,44,1.400.916,42.201
EPS017 - FAMISANAR,2016,20 - Cesar,1,6,683.724,566.104,64,15,726.919,160.815
EPS016 - COOMEVA,2016,20 - Cesar,1,20,403.134,2.690.390,205,95,3.276.365,606.900
EPS003 - CAFESALUD,2016,20 - Cesar,1,7,,559.930,41,29,424.030,153.500
EPS002 - SALUD TOTAL,2016,20 - Cesar,1,22,866.417,1.679.639,166,97,1.695.239,15.600
EMP028 - SALUD COOMEVA  MEDICINA PREPAGADA S. A.,2016,20 - Cesar,1,1,71.894,,1,1,,
EMP017 - EMP COLMENA S.A,2016,20 - Cesar,1,1,,44.800,1,1,44.800,
EAS027 - FERROCARRILES NALES,2016,20 - Cesar,1,1,,,1,1,,
CCF015 - COMFACOR,2016,20 - Cesar,1,6,,3.876.868,116,54,3.876.868,
20000 - DIRECCION DEPARTAMENTAL DE SALUD DE CESA,2016,20 - Cesar,1,1,,45.300,1,1,45.300,2.265
13-33 - LIBERTY SEGUROS S.A.,2016,20 - Cesar,1,1,877.222,45.272,2,1,45.272,
ESS207 - MUTUAL SER,2016,23 - Córdoba,1,28,5.309.728,6.719.542,262,186,6.705.842,
ESS133 - COMPARTA,2016,23 - Córdoba,1,18,2.370.370,10.813.507,453,310,10.845.607,32.100
ESS076 - AMBUQ,2016,23 - Córdoba,1,11,387.399,4.190.889,124,47,4.190.889,
ESS024 - COOSALUD E.S.S.,2016,23 - Córdoba,1,8,40.000,1.108.140,29,24,1.108.140,
ESS002 - EMDISALUD,2016,23 - Córdoba,1,44,22.999.319,23.072.826,1.265,479,23.072.826,
EPSI02 - MANEXKA,2016,23 - Córdoba,1,19,333.300,15.091.110,302,153,15.091.110,
EPS037 - NUEVA EPS,2016,23 - Córdoba,1,12,41.320,4.558.053,216,135,4.566.153,8.100
EPS033 - SALUDVIDA,2016,23 - Córdoba,1,18,24.844,2.412.377,81,69,2.415.077,2.700
EPS016 - COOMEVA,2016,23 - Córdoba,1,26,6.294.347,5.394.594,493,174,6.080.400,876.500
EPS003 - CAFESALUD,2016,23 - Córdoba,1,15,,1.983.865,97,56,1.928.715,221.400
EPS002 - SALUD TOTAL,2016,23 - Córdoba,1,16,7.294.847,3.358.071,613,208,3.374.271,8.100
EMP017 - EMP COLMENA S.A,2016,23 - Córdoba,1,4,,253.700,23,7,253.700,
CCF015 - COMFACOR,2016,23 - Córdoba,1,38,5.262.235,16.791.431,921,398,16.791.431,
14-1 - COLSEGUROS,2016,23 - Córdoba,1,1,,252.400,7,6,396.900,144.500
RES008 - UNISALUD,2016,25 - Cundinamarca,1,3,,543.046,13,4,553.546,10.500
ESS133 - COMPARTA,2016,25 - Cundinamarca,1,14,7.007,2.816.998,88,60,2.842.898,25.900
ESS091 -  ECOOPSOS,2016,25 - Cundinamarca,1,31,4.021.330,4.069.140,130,88,4.072.540,3.405
ESS024 - COOSALUD E.S.S.,2016,25 - Cundinamarca,1,1,,150.000,1,1,150.000,
EPSS34 - CAPITAL SALUD,2016,25 - Cundinamarca,1,1,,27.600,1,1,27.600,
EPSS33 - SALUDVIDA,2016,25 - Cundinamarca,1,2,,58.400,5,3,65.000,6.600
EPSS17 - EPS  FAMISANAR LTDA,2016,25 - Cundinamarca,1,3,,158.368,4,3,163.368,5.000
EPSS03 - CAFESALUD,2016,25 - Cundinamarca,1,1,,,2,1,,
EPS037 - NUEVA EPS,2016,25 - Cundinamarca,1,49,50.000,70.169.924,476,315,74.351.624,4.216.400
EPS033 - SALUDVIDA,2016,25 - Cundinamarca,1,11,,4.892.100,84,67,5.265.460,373.360
EPS022 - CONVIDA,2016,25 - Cundinamarca,1,69,34.409.119,111.108.142,6.291,1.298,111.108.142,876.176
EPS017 - FAMISANAR,2016,25 - Cundinamarca,1,184,99.161.555,268.193.305,8.422,1.663,274.594.523,6.422.286
EPS016 - COOMEVA,2016,25 - Cundinamarca,1,22,143.248,2.713.494,230,131,3.200.161,543.400
EPS010 - EPS SURA,2016,25 - Cundinamarca,1,25,98.476,292.667,304,88,,769.200
EPS008 - COMPENSAR,2016,25 - Cundinamarca,1,16,99.707,2.517.499,149,106,2.706.999,189.500
EPS005 - SANITAS,2016,25 - Cundinamarca,1,5,,67.330,36,23,112.560,5.400
EPS003 - CAFESALUD,2016,25 - Cundinamarca,1,50,,4.312.827,423,183,4.159.052,1.197.100
EPS002 - SALUD TOTAL,2016,25 - Cundinamarca,1,65,15.545.871,5.515.239,1.229,251,5.553.441,55.600
EMP029 - COLPATRIA MEDICINA PREPAGADA S.A.,2016,25 - Cundinamarca,1,4,,,4,4,,
EMP023 - COLSANITAS S.A. COMPAÑÍA DE MEDICINA PRE,2016,25 - Cundinamarca,1,3,,80.340,3,3,195.090,27.600
EMP017 - EMP COLMENA S.A,2016,25 - Cundinamarca,1,16,,1.410.900,88,15,1.402.600,
EMP002 - EMP CAFESALUD,2016,25 - Cundinamarca,1,9,358.101,477.600,210,21,708.100,230.500
EAS027 - FERROCARRILES NALES,2016,25 - Cundinamarca,1,2,,,9,7,,
CCF053 - COMFACUNDI,2016,25 - Cundinamarca,1,8,,719.822,27,17,716.222,3.600
14-1 - COLSEGUROS,2016,25 - Cundinamarca,1,1,,40.600,1,1,63.600,23.000
11001 - DIRECCIÓN DISTRITAL DE SALUD DE BOGOTÁ,2016,25 - Cundinamarca,1,9,1.993.625,984.700,28,16,984.700,
ESS133 - COMPARTA,2016,27 - Chocó,1,4,7.216,220.720,7,6,220.720,
ESS076 - AMBUQ,2016,27 - Chocó,1,19,5.676.340,6.878.300,199,56,6.878.300,
ESS002 - EMDISALUD,2016,27 - Chocó,1,5,645.776,49.700,19,3,49.700,
EPS037 - NUEVA EPS,2016,27 - Chocó,1,4,,820.945,21,14,858.145,37.200
EPS016 - COOMEVA,2016,27 - Chocó,1,11,3.291.768,3.088.307,84,33,3.204.182,125.100
EPS003 - CAFESALUD,2016,27 - Chocó,1,4,,100.636,14,3,69.110,40.100
CCF102 - COMFACHOCO,2016,27 - Chocó,1,9,1.670.100,1.943.820,61,35,1.943.820,
RES008 - UNISALUD,2016,41 - Huila,1,1,,16.500,1,1,16.500,
ESS133 - COMPARTA,2016,41 - Huila,1,16,1.688.382,4.470.286,137,92,4.514.286,44.000
ESS091 -  ECOOPSOS,2016,41 - Huila,1,8,1.407.445,813.800,56,22,813.800,
ESS062 - ASMET SALUD,2016,41 - Huila,1,34,19.724.767,13.360.987,1.077,246,13.368.987,16.000
EPSS03 - CAFESALUD,2016,41 - Huila,1,2,,,2,1,,
EPSI05 - MALLAMAS,2016,41 - Huila,1,6,303.160,355.060,31,3,355.060,
EPS037 - NUEVA EPS,2016,41 - Huila,1,22,,64.181.905,198,130,82.624.330,7.664.700
EPS016 - COOMEVA,2016,41 - Huila,1,3,,863.710,48,27,1.032.610,169.200
EPS008 - COMPENSAR,2016,41 - Huila,1,1,,16.410,1,1,19.110,2.700
EPS005 - SANITAS,2016,41 - Huila,1,4,,636.800,45,25,855.802,13.500
EPS003 - CAFESALUD,2016,41 - Huila,1,22,,3.543.148,733,212,3.316.020,2.066.900
EMP017 - EMP COLMENA S.A,2016,41 - Huila,1,3,,89.000,9,3,89.000,
EMP002 - EMP CAFESALUD,2016,41 - Huila,1,1,,,9,1,,
CCF024 - COMFAMILIAR HUILA,2016,41 - Huila,1,65,45.667.361,39.939.697,2.367,750,40.452.909,402.900
14-1 - COLSEGUROS,2016,41 - Huila,1,2,104.700,127.400,8,1,127.400,
13-18 - ASEG COMPAÑÍA SURAMERICANA DE SEGUROS S.,2016,41 - Huila,1,1,,43.900,1,1,43.900,
11001 - DIRECCIÓN DISTRITAL DE SALUD DE BOGOTÁ,2016,41 - Huila,1,1,,40.000,1,1,40.000,
ESS133 - COMPARTA,2016,44 - La Guajira,1,15,383.782,692.215,30,19,692.215,
ESS076 - AMBUQ,2016,44 - La Guajira,1,18,149.012,3.642.367,115,49,3.649.367,
ESS062 - ASMET SALUD,2016,44 - La Guajira,1,1,,33.900,1,1,33.900,
ESS024 - COOSALUD E.S.S.,2016,44 - La Guajira,1,3,,60.000,3,3,60.000,
ESS002 - EMDISALUD,2016,44 - La Guajira,1,1,71.900,56.600,3,1,56.600,
EPSS33 - SALUDVIDA,2016,44 - La Guajira,1,1,,69.200,3,3,69.200,
EPSI04 - ANASWAYUU,2016,44 - La Guajira,1,18,2.201.642,3.165.070,229,77,3.165.070,
EPS037 - NUEVA EPS,2016,44 - La Guajira,1,9,,779.183,37,22,792.683,13.500
EPS033 - SALUDVIDA,2016,44 - La Guajira,1,12,,1.529.257,42,27,1.541.761,12.504
EPS016 - COOMEVA,2016,44 - La Guajira,1,11,102.414,540.653,70,30,703.233,224.900
EPS003 - CAFESALUD,2016,44 - La Guajira,1,3,,283.800,13,8,283.800,40.300
EPS002 - SALUD TOTAL,2016,44 - La Guajira,1,2,93.220,55.000,7,2,55.000,
EMP028 - SALUD COOMEVA  MEDICINA PREPAGADA S. A.,2016,44 - La Guajira,1,1,159.120,,12,1,,
EMP017 - EMP COLMENA S.A,2016,44 - La Guajira,1,1,,51.200,1,1,49.600,
EMP002 - EMP CAFESALUD,2016,44 - La Guajira,1,2,,281.700,11,2,491.400,209.700
CCF023 - COMFAGUAJIRA,2016,44 - La Guajira,1,25,1.717.318,3.938.133,183,72,4.009.372,
CCF015 - COMFACOR,2016,44 - La Guajira,1,7,,271.289,9,7,271.289,
ESS207 - MUTUAL SER,2016,47 - Magdalena,1,14,2.604.457,1.503.492,237,46,1.503.492,
ESS133 - COMPARTA,2016,47 - Magdalena,1,20,420.507,2.777.139,98,71,2.777.154,15
ESS076 - AMBUQ,2016,47 - Magdalena,1,16,258.471,7.919.461,184,78,7.919.461,
ESS024 - COOSALUD E.S.S.,2016,47 - Magdalena,1,28,34.700,2.627.974,79,70,2.627.974,
ESS002 - EMDISALUD,2016,47 - Magdalena,1,12,160.780,1.366.710,84,55,1.366.710,
EPS037 - NUEVA EPS,2016,47 - Magdalena,1,4,,1.164.828,56,45,1.164.828,
EPS033 - SALUDVIDA,2016,47 - Magdalena,1,7,98.880,649.748,24,17,649.748,
EPS017 - FAMISANAR,2016,47 - Magdalena,1,20,2.060.271,4.854.761,346,29,5.244.161,389.400
EPS016 - COOMEVA,2016,47 - Magdalena,1,10,174.266,1.929.075,142,99,2.420.030,527.900
EPS003 - CAFESALUD,2016,47 - Magdalena,1,13,,1.697.864,84,41,1.479.545,150.000
EPS002 - SALUD TOTAL,2016,47 - Magdalena,1,25,1.579.306,9.778.299,391,126,10.180.599,405.000
EMP017 - EMP COLMENA S.A,2016,47 - Magdalena,1,2,,152.300,3,2,152.300,
EAS027 - FERROCARRILES NALES,2016,47 - Magdalena,1,3,,,125,73,,
CCF015 - COMFACOR,2016,47 - Magdalena,1,13,,2.647.180,88,45,2.647.180,
14-1 - COLSEGUROS,2016,47 - Magdalena,1,1,,98.471,1,1,98.471,
ESS133 - COMPARTA,2016,50 - Meta,1,11,,1.524.686,38,29,1.524.686,
ESS062 - ASMET SALUD,2016,50 - Meta,1,3,35.880,159.800,3,2,159.800,
EPSS34 - CAPITAL SALUD,2016,50 - Meta,1,13,,20.706.400,192,126,20.706.400,
EPSI05 - MALLAMAS,2016,50 - Meta,1,1,,119.400,3,2,119.400,
EPS037 - NUEVA EPS,2016,50 - Meta,1,9,,12.064.816,218,111,12.932.516,857.800
EPS017 - FAMISANAR,2016,50 - Meta,1,15,1.334.821,2.766.137,126,47,3.090.237,324.100
EPS016 - COOMEVA,2016,50 - Meta,1,3,,397.922,40,18,599.998,253.500
EPS003 - CAFESALUD,2016,50 - Meta,1,28,,7.635.712,399,147,7.129.145,1.280.900
EPS002 - SALUD TOTAL,2016,50 - Meta,1,18,1.642.127,1.588.090,180,54,1.683.090,92.500
EMP023 - COLSANITAS S.A. COMPAÑÍA DE MEDICINA PRE,2016,50 - Meta,1,2,167.280,79.110,25,14,1.013.090,82.800
EMP017 - EMP COLMENA S.A,2016,50 - Meta,1,7,,325.500,12,7,325.500,
EMP002 - EMP CAFESALUD,2016,50 - Meta,1,1,,,9,1,,
11001 - DIRECCIÓN DISTRITAL DE SALUD DE BOGOTÁ,2016,50 - Meta,1,1,,45.300,1,1,45.300,
ESS118 - EMSSANAR E.S.S.,2016,52 - Nariño,1,118,356.937.466,231.500.481,22.776,3.022,231.516.451,15.970
ESS062 - ASMET SALUD,2016,52 - Nariño,1,41,9.502.756,13.530.402,685,238,13.530.402,
EPSIC5 - ENTIDAD PROMOTORA DE SALUD  MALLAMAS  EP,2016,52 - Nariño,1,3,,214.600,4,3,217.300,2.700
EPSI05 - MALLAMAS,2016,52 - Nariño,1,102,14.395.157,54.375.342,2.198,841,54.375.342,
EPS037 - NUEVA EPS,2016,52 - Nariño,1,12,,358.972.809,443,171,362.613.309,3.640.500
EPS033 - SALUDVIDA,2016,52 - Nariño,1,3,,119.290,6,5,119.290,
EPS016 - COOMEVA,2016,52 - Nariño,1,16,578.515,1.289.440,243,101,1.711.078,711.900
EPS005 - SANITAS,2016,52 - Nariño,1,1,,,38,20,,
EPS003 - CAFESALUD,2016,52 - Nariño,1,10,,4.782.659,237,134,4.794.250,709.900
CCF027 - COMFAMILIAR NARIÑO,2016,52 - Nariño,1,38,4.526.526,5.696.683,380,164,5.696.683,
52000 - DIRECCION DEPARTAMENTAL DE SALUD DE NARI,2016,52 - Nariño,1,4,139.400,431.155,16,8,448.800,17.645
ESS133 - COMPARTA,2016,54 - Norte de Santander,1,21,3.028.547,9.327.807,233,117,9.327.807,
ESS091 -  ECOOPSOS,2016,54 - Norte de Santander,1,12,1.068.501,4.152.300,60,34,4.152.300,
ESS062 - ASMET SALUD,2016,54 - Norte de Santander,1,14,1.331.663,3.548.228,196,58,3.548.228,
ESS024 - COOSALUD E.S.S.,2016,54 - Norte de Santander,1,10,,387.269,21,15,396.024,
ESS002 - EMDISALUD,2016,54 - Norte de Santander,1,1,42.700,,1,1,,
EPSS33 - SALUDVIDA,2016,54 - Norte de Santander,1,2,,165.600,7,6,165.600,
EPS037 - NUEVA EPS,2016,54 - Norte de Santander,1,17,307.431,5.520.392,285,187,6.119.392,606.500
EPS033 - SALUDVIDA,2016,54 - Norte de Santander,1,16,863.671,1.642.878,108,48,1.642.878,
EPS016 - COOMEVA,2016,54 - Norte de Santander,1,18,10.962.698,2.407.057,1.592,163,2.955.587,597.200
EPS003 - CAFESALUD,2016,54 - Norte de Santander,1,25,,1.406.455,149,95,1.170.485,403.600
EMP017 - EMP COLMENA S.A,2016,54 - Norte de Santander,1,2,,287.000,9,2,287.000,
EMP002 - EMP CAFESALUD,2016,54 - Norte de Santander,1,1,,513.100,7,1,630.000,116.900
54000 - DIRECCION DEPARTAMENTAL DE SALUD DE NORT,2016,54 - Norte de Santander,1,1,,38.000,1,1,38.000,
14-1 - COLSEGUROS,2016,54 - Norte de Santander,1,1,,148.000,8,3,406.000,258.000
ESS062 - ASMET SALUD,2016,63 - Quindio,1,27,13.575.199,9.584.156,788,269,9.584.156,
EPSS03 - CAFESALUD,2016,63 - Quindio,1,1,,,1,1,,
EPS037 - NUEVA EPS,2016,63 - Quindio,1,14,180.000,429.747.673,360,255,523.216.332,61.539.659
EPS033 - SALUDVIDA,2016,63 - Quindio,1,5,2.042.800,23.313.200,74,38,23.313.200,
EPS018 - SOS,2016,63 - Quindio,1,8,219.000,2.902.013,16,9,4.725.113,
EPS016 - COOMEVA,2016,63 - Quindio,1,32,2.801.304,10.061.283,347,188,10.855.351,909.500
EPS010 - EPS SURA,2016,63 - Quindio,1,19,1.148.807,4.307.812,268,55,,669.300
EPS005 - SANITAS,2016,63 - Quindio,1,1,,41.800,2,1,41.800,
EPS003 - CAFESALUD,2016,63 - Quindio,1,6,,2.531.065,135,71,3.126.920,360.300
EPS002 - SALUD TOTAL,2016,63 - Quindio,1,9,672.331,116.289,28,10,118.789,2.500
EMP028 - SALUD COOMEVA  MEDICINA PREPAGADA S. A.,2016,63 - Quindio,1,2,422.886,,2,2,,
EMP017 - EMP COLMENA S.A,2016,63 - Quindio,1,1,,44.800,1,1,44.800,
EAS027 - FERROCARRILES NALES,2016,63 - Quindio,1,1,,,6,5,,
63001 - DIRECCION MUNICIPAL DE SALUD DE ARMENIA,2016,63 - Quindio,1,1,,22.700,1,1,22.700,
63000 - DIRECCION DEPARTAMENTAL DE SALUD DE QUIN,2016,63 - Quindio,1,1,,,8,8,,
14-1 - COLSEGUROS,2016,63 - Quindio,1,1,,43.600,1,1,43.600,
RES007 - UVALLE,2016,66 - Risaralda,1,1,,18.500,1,1,18.500,
ESS062 - ASMET SALUD,2016,66 - Risaralda,1,43,4.510.922,39.820.593,1.205,543,39.828.693,5.400
EPS037 - NUEVA EPS,2016,66 - Risaralda,1,13,314.499,49.415.580,676,368,49.817.680,402.100
EPS018 - SOS,2016,66 - Risaralda,1,6,1.095.781,236.435,23,8,545.835,309.400
EPS017 - FAMISANAR,2016,66 - Risaralda,1,2,,276.638,5,2,284.538,7.900
EPS016 - COOMEVA,2016,66 - Risaralda,1,39,6.102.722,72.481.933,1.112,328,74.510.468,2.073.900
EPS010 - EPS SURA,2016,66 - Risaralda,1,23,1.182.168,1.671.834,289,68,,566.900
EPS003 - CAFESALUD,2016,66 - Risaralda,1,15,,3.295.366,240,133,3.253.455,614.700
EPS002 - SALUD TOTAL,2016,66 - Risaralda,1,29,3.655.538,7.043.884,747,246,7.068.183,24.299
EMP028 - SALUD COOMEVA  MEDICINA PREPAGADA S. A.,2016,66 - Risaralda,1,1,80.752,,1,1,,
EMP017 - EMP COLMENA S.A,2016,66 - Risaralda,1,2,,55.000,7,2,55.000,
EAS027 - FERROCARRILES NALES,2016,66 - Risaralda,1,2,,,7,2,,
